address,city,latitude,longitude
1601 Lor Ray Dr,Mankato,44.173429,-94.03363
286 57th Ave NE,Minneapolis,45.07156,-93.26402
1620 W Service Dr,Winona,44.050998,-91.683289
2133 Old Hudson Rd Ste B,Saint Paul,44.95146,-93.01143
106 W Silver Spring Dr,Milwaukee,43.11887,-87.91084
1004 18th Ave NW,Austin,43.685,-92.98597
2265 Towne Lake Pkwy Ste 104,Woodstock,34.1116,-84.55355
2922 Watson Blvd Ste 840,Centerville,32.62046,-83.68719
2201 Mounds View Blvd,Saint Paul,45.09584,-93.19277
101 E. 38th Street,Sand Springs,36.1086,-96.1163
2422 W Broadway,Council Bluffs,41.26219,-95.88145
2324 E Noble,Guthrie,35.878749,-97.396817
380 W Rollins Rd,Round Lake,42.37906,-88.09191
5111 Gulfport Blvd S,Saint Petersburg,27.74857,-82.70228
1200 W Broad St Ste A,Groveland,28.56546,-81.87023
431 W State Road 436,Altamonte Springs,28.66222,-81.39877
8000 W Broward Blvd,Plantation,26.117586,-80.25059
1210 Nw Couch St,Portland,45.52329,-122.68366
1012 Highway 17 N,Myrtle Beach,33.713707,-78.899606
15455 SW 137th Ave,Miami,25.623972,-80.413689
5800 NW Expressway,Oklahoma City,35.518436,-97.57464
1500 Apalachee Pkwy Ste 1040,Tallahassee,30.43398,-84.25146
12 Golden Leaf Drive,Louisburg,36.084667,-78.306835
5390 Wesleyan Dr Ste 11,Virginia Beach,36.87015,-76.16304
1300 W 2nd St,Roswell,33.39412,-104.54048
344 Walmart Dr,Camden Wyoming,39.1009,-75.544
809 S Riverside Dr,Espanola,35.98694,-106.0577
4196 Nm Hwy 528 NE,Rio Rancho,35.23861,-106.666664
1700 E Highway 84,Hayti,36.239475,-89.75161
2221 Happy Ln,Excelsior Springs,39.33186,-94.26779
1867 Wentzville Pkwy,Wentzville,38.81891,-90.8779
2226 E Main St,Farmington,36.739051,-108.17748
1103 N California St,Socorro,34.0715,-106.89355
1700 W Santa Fe Ave,Grants,35.1576,-107.87055
713 N Main St,Belen,34.66849,-106.77512
2309 W Pierce St,Carlsbad,32.43885,-104.2545
1220 W Pierce St,Carlsbad,32.43591,-104.24263
2302 7th St,Las Vegas,35.61669,-105.22452
914 E Historic Highway 66,Gallup,35.52996,-108.73004
827 S Canal St,Carlsbad,32.41167,-104.22903
931 N Riverside Dr,Espanola,36.00475,-106.06426
503 N Main St,Belen,34.6655,-106.77559
2501 Highway 180 E,Silver City,32.78619,-108.23508
2112 W Main St,Farmington,36.73258,-108.23643
1610 E 20th St,Farmington,36.74856,-108.18702
3323 N White Sands Blvd,Alamogordo,32.93313,-105.96512
1111 W Central Ave,Carthage,37.178862,-94.324677
2404 E Historic Highway 66,Gallup,35.52906,-108.70659
1105 Highway 180 E,Silver City,32.781484,-108.286773
2041 Unser Blvd SE,Rio Rancho,35.249348,-106.681755
1411 7th St,Las Vegas,35.60421,-105.22263
400 N State Highway 125,Strafford,37.279716,-93.10663
6710 W Florissant Ave,Saint Louis,38.71576,-90.25949
102 W Avenue D,Lovington,32.94424,-103.35012
3007 N Main St,Roswell,33.43306,-104.52232
1940 Old Us 66 Ste B,Edgewood,35.077602,-106.18721
2210 N Baltimore St,Kirksville,40.213789,-92.582005
1332 W Broadway Ave,Bloomfield,36.71149,-107.99448
201 E 14th St,Silver City,32.77975,-108.2742
720 N Main St,Roswell,33.40064,-104.52325
1207 N Riverside Dr,Espanola,36.00889,-106.06486
102 Horton Cir,Ruidoso,33.32339,-105.63017
1045 E 10th St,Roanoke Rapids,36.45097,-77.64732
110 Morganton Blvd SW,Lenoir,35.91401,-81.527586
697 W Independence Blvd,Mount Airy,36.50038,-80.61899
2451 Springs Rd NE,Hickory,35.75344,-81.28499
5156 Us 29 Business,Reidsville,36.380304,-79.663944
630 Sullivan Rd,Statesville,35.80329,-80.87532
1243 W Roosevelt Blvd,Monroe,34.99426,-80.54181
1480 Concord Pkwy N,Concord,35.44092,-80.60341
"Camp Lejeune Marine Base, 1515 Holcomb Blvd",Camp Lejeune,34.669678,-77.33989
366 Sutton Rd SE,Owens Cross Roads,34.65953,-86.48663
1633 Freeway Dr,Reidsville,36.34961,-79.69353
7413 Midlothian Tpke,Richmond,37.49977,-77.53332
1830 Kempsville Rd Ste 108,Virginia Beach,36.78105,-76.19081
200 Uncle Petes Rd,Trenton,40.17593,-74.63589
6125 Apple Way Ste 201,Lincoln,40.75113,-96.63617
161 Wakelon St,Zebulon,35.83341,-78.31473
729c Richmond Ave Ste C,Staunton,38.14223,-79.05354
1045 Monroe St,Carthage,35.342137,-79.399282
5701 NW 1st St,Lincoln,40.86756,-96.72377
683 W Main St,Danville,36.57205,-79.42
4 Research Way,Monroe Township,40.31461,-74.47347
3751 S Memorial Dr,Greenville,35.56123,-77.40507
106 Woodland Dr SW,Wise,36.96853,-82.59347
1511 State Route 35,Middletown,40.40424,-74.12607
751 NC Highway 53 E,Burgaw,34.56011,-77.91841
9402 Falls of Neuse Rd Ste 103,Raleigh,35.9031,-78.60355
2353 S Avenue B,Yuma,32.68487,-114.64982
958 Bethel St,Clover,35.10611,-81.20958
US Hwy 23 58,Big Stone Gap,36.868195,-82.77458
99 State Rt 23,Hamburg,41.14759,-74.57374
400 S Washington St,Chillicothe,39.78197,-93.55355
1110 E Atlantic St,La Crosse,36.70829,-78.10761
713 S State St,Yadkinville,36.123313,-80.660009
1901 Almaville Rd,Smyrna,35.93078,-86.53384
Building 1649,Belleville,38.540844,-89.871895
7119 Hull Street Rd,Richmond,37.47172,-77.52647
6000 Mount Moriah Rd,Memphis,35.07306,-89.86339
1116 N 2nd St,Booneville,34.67747,-88.56044
1019 W Platt St,Maquoketa,42.0685,-90.67905
2608 W Main St,Tupelo,34.25499,-88.74964
1683 E Shelby Dr,Memphis,35.02081,-90.00758
1716 Highway 1 S,Greenville,33.37126,-91.039305
310 Big Mac Dr,Cookeville,36.18254,-85.46094
400 Iowa Speedway Dr,Newton,41.6967,-93.0138
207 S Dakota Ave,Hayward,46.0124,-91.4833
281 N State Route 2,New Martinsville,39.67614,-80.85748
8901 Park Blvd,Seminole,27.8399,-82.7628
6271 Glenway Ave,Cincinnati,39.145862,-84.625642
624 Queen City Drive,Cumberland,39.649606,-78.758877
1988 W Palmetto St Ste C,Florence,34.188067,-79.807648
603 S Federal Ave,Mason City,43.14598,-93.2009
4416 Royalton Rd,Brecksville,41.316555,-81.62608
3490 Highway 21 Byp,Fort Mill,35.08882,-80.93148
6 Sperti Dr,Ft Mitchell,39.02499,-84.53529
5322 Cypress St,West Monroe,32.51641,-92.19044
1901 S York Rd,Gastonia,35.2387,-81.1946
6199 State Route 30,Greensburg,40.30521,-79.58764
710 Lafayette Rd,Seabrook,42.89592,-70.87058
334 Harbison Blvd Ste B,Columbia,34.07447,-81.15489
454 N Broad St,Carlinville,39.283791,-89.881679
1020 Walnut St,Murphysboro,37.764293,-89.334672
4145 Blue Heron Blvd,West Palm Beach,26.7839,-80.102
4622 Memorial Dr,Decatur,33.780169,-84.239402
21 Highland Dr,Lebanon,36.90219,-82.06922
101 Kruger St,Wheeling,40.04151,-80.65791
5101 SE 29th St,Oklahoma City,35.43536,-97.42565
9020 Quioccasin Rd Ste B,Henrico,37.6064,-77.57295
8551 N Owasso Expy,Owasso,36.27804,-95.84643
2006 S Wood Dr,Okmulgee,35.60466,-95.9619
1758 E Carl Albert Pkwy,Mcalester,34.92732,-95.74325
113 NW 23rd St,Oklahoma City,35.4938,-97.51435
210 S Adams Rd,Sand Springs,36.13499,-96.10136
261 Mercer Mall Rd Ste 515,Bluefield,37.29251,-81.166
12 Elm Grove Crossing Mall,Wheeling,40.04624,-80.65398
2000 S Main St,Grove,36.57637,-94.76924
1129 W Willow Rd,Enid,36.41939,-97.89347
9547 Middletown Mall,Fairmont,39.42967,-80.18469
900 E 6th St,Okmulgee,35.623339,-95.961619
501 N Main St Ste 98,Muskogee,35.75176,-95.36737
Mile Marker 45 South WV Turnpike,Beckley,37.80249,-81.21374
1110 S Wood Dr,Okmulgee,35.61214,-95.9622
Riverside Dr,Grundy,37.33271,-82.1748
1040 S Main St,Mcalester,34.92084,-95.77165
910 Fairmont Ave,Fairmont,39.47366,-80.15249
1034 E Dewey Ave,Sapulpa,35.99873,-96.09948
77 Bridge Street Plz,Wheeling,40.04241,-80.66171
1600 N Kickapoo Ave,Shawnee,35.34826,-96.93013
121 Supercenter Dr,Calera,33.146005,-86.749453
250 W Baltimore St,Wilmington,41.30546,-88.15374
1550 Main St Unit 100,Windsor,40.48048,-104.92889
Marne Road I185,Fort Benning,32.376167,-84.92335
4959 E Broadway Ave,Tampa,27.96146,-82.40218
64 Springville Sta,Springville,33.77849,-86.43073
5428 Whittlesey Blvd,Columbus,32.54165,-84.94933
8120 6th St Lot 3,Wellington,40.7025,-104.99997
2737 Veterans Ave,Vandalia,38.96903,-89.12932
1901 Coliseum Pkwy,Montgomery,32.41795,-86.26914
2395 6th St,Limon,39.26944,-103.7101
800 E Tomichi Ave,Gunnison,38.54483,-106.9172
2110 Bloomingdale Ave,Valrico,27.8938,-82.25127
2780 E Division St,Coal City,41.28864,-88.24711
3475 Bayside Lakes Blvd SE,Palm Bay,27.94978,-80.65691
1995 S Springfield Ave,Bolivar,37.5949,-93.40256
2560 N Highway 190,Covington,30.469153,-90.08509
5111 Candlewood St,Lakewood,33.853925,-118.133318
4702 Park Blvd N,Pinellas Park,27.8389,-82.69828
550 US Highway 27,Clermont,28.35435,-81.67643
121 W Suffolk Ave,Central Islip,40.787876,-73.215634
18730 NW 67th Ave,Hialeah,25.944011,-80.307097
2601 Plover Rd,Plover,44.45318,-89.54317
202 N Highway 65,Lindsay,36.20332,-119.10428
208 Stanford Shopping Ctr,Palo Alto,37.44265,-122.17035
3075 S Avenue B,Yuma,32.67183,-114.64962
445 E Holt Ave,Pomona,34.063,-117.74301
6440 Knyghton Rd,Indianapolis,39.87401,-86.07384
2275 Sperry Ave,Patterson,37.46462,-121.16402
2970 Carson St,Lakewood,33.83227,-118.157
1610 S Avenue B,Yuma,32.698673,-114.650482
29 Lafayette Rd,North Hampton,42.96446,-70.83484
1111C S Willow St,Manchester,42.96055,-71.43791
985 Memorial Dr,Saint Johnsbury,44.44642,-72.01625
76th And Good Hope Rd,Milwaukee,43.1476,-88.0047
4800 Larson Beach Road,Mc Farland,43.0177,-89.2997
15041 Rogers Rd,Patterson,37.4656,-121.1763
66 S Washington Ave,Bergenfield,40.9256,-73.9967
13500 Hg Trueman Road,Solomons,38.3458,-76.461
4430 E Thomas,Phoenix,33.4807,-111.9857
10 Nitro Plaza,Charleston,38.412477,-81.805535
986 Burleson Blvd,Burleson,32.5628,-97.3172
604 E Broadway St,North Little Rock,34.75567,-92.260864
17804 N Dale Mabry Hwy,Lutz,28.1288,-82.503
1301 Hwy 100,Port Isabel,26.0711,-97.2218
220 East Joyce Blvd,Fayetteville,36.124593,-94.153375
2162 Railroad Ave,Pittsburg,38.014596,-121.891079
1586 S 270 E,Saint George,37.0806,-113.5779
322 S Center,Stockton,37.9494,-121.2895
720 Northwestern Ave,West Lafayette,40.432416,-86.915087
8843 S US Highway 31,Edinburgh,39.34891,-85.97841
3750 Savannah Hwy,Johns Island,32.80396,-80.11777
603 US Highway 66 E,Tell City,37.92987,-86.75595
610 Fairview Blvd,Kendallville,41.45094,-85.24701
5164 Central Ave NE,Minneapolis,45.06212,-93.24776
1550 Plover Rd,Plover,44.45404,-89.52152
2002 Stewart Ave,Wausau,44.95936,-89.66114
355 Willow Bnd,Minneapolis,45.05408,-93.36826
10 Rosedale Ctr,Saint Paul,45.01288,-93.17548
2573 Commercial Blvd,Chippewa Falls,44.87949,-91.41884
3175 Roswell Rd NE Ste B,Atlanta,33.84174,-84.37831
542 John Raine Dr,Rainelle,37.96669,-80.77566
1205 W Campus Dr,Wausau,44.98805,-89.64985
6130 Roswell Rd,Atlanta,33.92262,-84.37929
4540 Shady Oak Rd S,Hopkins,44.92124,-93.42731
11 NW 12th Ave Ste 113,Battle Ground,45.78141,-122.54874
1403 Miller Park Way,Milwaukee,43.01613,-87.96825
2004 Paxville Hwy,Manning,33.69803,-80.22689
77 Mammoth Rd,Lowell,42.65132,-71.33342
3014 Paxville Hwy,Manning,33.70352,-80.24185
1948 Paxville Hwy,Manning,33.69771,-80.2252
1560 Laurens Rd,Greenville,34.84145,-82.36014
74 Bypass Tri City Mall,Forest City,35.33401,-81.865105
4381 Winston Ave,Latonia,39.03882,-84.50815
458 Smithfield Ave,Providence,41.85846,-71.41146
2271 E Jackson Blvd,Jackson,37.369874,-89.644974
240 Highway 65 S,Mora,45.874917923,-93.288577592
205 E Redlands Blvd,San Bernardino,34.062245,-117.282055
116 Priester Rd,Blacksburg,35.15642,-81.47748
4013 Yellowstone Ave,Pocatello,42.90595,-112.46435
1920 Blue Lakes Blvd N,Twin Falls,42.59605,-114.4555
501 S Gilbert St,Danville,40.11412,-87.63633
941 Yellowstone Ave,Pocatello,42.892179,-112.451453
1011 S 5th Ave,Pocatello,42.859741,-112.435556
211 Northwest Byp,Great Falls,47.51669,-111.31658
1575 Northgate Mile,Idaho Falls,43.51065,-112.01788
808 N Main St,Roswell,33.40174,-104.52325
2001 Biscayne Blvd Ste 103,Miami,25.815647,-80.18967
4623 Greene St NW,Albuquerque,35.19755,-106.67978
2307 Forest Dr Unit A,Annapolis,38.98032,-76.54296
1719 N Illinois Highway 1,Marshall,39.50261,-87.680286
3400 Brooks St,Missoula,46.839161,-114.031346
402 W Cloverdale Rd,Chillicothe,40.90724,-89.49406
710 Yellowstone Ave,Pocatello,42.88804,-112.45085
2333 Sheriffs Posse Rd,Silver City,32.78784,-108.25205
1350 E Park Ave,Tallahassee,30.44191,-84.26003
2311 W Pierce St,Carlsbad,32.43912,-104.25502
937 Trout Dr,Mansfield,40.77965,-82.39101
3575 NM Hwy 528 NE Bldg 112,Rio Rancho,35.23861,-106.666664
638 16th Street E,Holland,42.7829,-86.0797
4755 Saul White Blvd,North Charleston,32.86892,-80.01169
1067 Hwy 123 Bypass,Seneca,34.6926,-82.9777
11325 State Highway 55,Minneapolis,44.9884,-93.4235
631 10th St,Marysville,39.145651,-121.593758
2603 Columbus St,Needles,34.851792,-114.626066
1595 Highway 23,Buford,34.097534,-84.010807
2101 W Roosevelt Blvd,Monroe,35.00383,-80.55617
259 Cochituate Rd,Framingham,42.302078,-71.402857
1202 W Avenue I,Lancaster,34.703806,-118.151544
2922 W US22,Maineville,39.308899,-84.275672
2421 MidAmerican Industrial Dr,Boonville,38.937162,-92.776891
3384 Davis Rd NW,Dover,40.528479,-81.491579
2440 Main St,Boonville,38.93825,-92.74351
2201 Pine St,Abilene,32.47491,-99.73059
1502 Tenaha St,Center,31.81278,-94.19553
1007 E Hidalgo Ave,Raymondville,26.48243,-97.77043
2930 Fort Worth Hwy,Weatherford,32.75689,-97.70956
1437 John C Calhoun Dr,Orangeburg,33.48376,-80.86833
1038 Glenwood Ave,Oneida,43.07818,-75.64205
302 Stockbridge Rd,Great Barrington,42.209828,-73.345399
4167 N Saint Peters Pkwy,Saint Charles,38.74606,-90.60238
705 N State Highway 47,Warrenton,38.8192,-91.14124
2901 Sunset Dr,Norwalk,41.49609,-93.67496
6501 Old Monroe Rd,Indian Trail,35.04917,-80.64826
2316 S Maiden Ln,Joplin,37.06605,-94.53206
1966 S Old Highway 94,Saint Charles,38.76237,-90.52917
2025 US Highway 64 W,Plymouth,35.83487,-76.7649
161 Washington Avenue Ext,Albany,42.6957,-73.8487
345 Clarkson Rd,Ballwin,38.60361,-90.58551
485 S Kirkwood Rd Ste 105D,Saint Louis,38.57439,-90.40666
703 E Atlantic St,South Hill,36.72088,-78.11852
111 Boone Rd,Eden,36.50394,-79.75872
6281 State Highway 23,Oneonta,42.44826,-75.01216
2904 Traemoor Villiage Dr,Fayetteville,34.98144,-79.01292
2080 Hempstead Tpke,East Meadow,40.72447,-73.56053
6530 Old Plank Rd,High Point,36.00568,-80.03833
1164 Erie Blvd W,Rome,43.22477,-75.48575
1430 Cotton Grove Rd,Lexington,35.78394,-80.26021
8560 Park Rd,Charlotte,35.1157,-80.85691
7651 State Route 96,Victor,43.02212,-77.44022
6213 Rock Quarry Rd Ste 102,Raleigh,35.72201,-78.5487
823 E Boulevard,Williamston,35.660152,-77.04835
314 Ellis Blvd,Jefferson City,38.55234,-92.19534
2419 Miamisburg-Centerville Road,Dayton,39.6354,-84.2154
"3581 N Gloster St, Ste C",Tupelo,34.30455,-88.70747
4 Sandy Pond Rd,Ayer,42.554033,-71.571141
7039 Maddox Blvd,Chincoteague Island,37.92497,-75.35343
2531 Highway 161,North Little Rock,34.77716,-92.20211
497 City Ave S,Ripley,34.72808,-88.9457
600 Hopkins Corner Dr,Waynesboro,33.10519,-82.02386
4205 Fulton Industrial Blvd SW,Atlanta,33.76818,-84.52511
877 W Oglethorpe Hwy,Hinesville,31.82091,-81.60017
3316 N Cobb Pky,Acworth,34.0351,-84.6759
2621 Dawson Road,Albany,31.617182,-84.220644
18601 S. Dixie Highway,Miami,25.5957,-80.3549
7705 Dr Martin Luther King Jr St N,Saint Petersburg,27.8377,-82.6469
666 W Broward Blvd,Fort Lauderdale,26.1218,-80.1501
98 South Broadview Street,Greenbrier,35.2228,-92.3877
4306 Summer Ave,Memphis,35.1492,-89.9172
1267 S State Road 7,Pompano Beach,26.212016,-80.204228
2824 Lexington Rd,Athens,33.9416,-83.33083
412 S Main St,Swainsboro,32.58939,-82.32748
825 Main St,Southbridge,42.08056,-72.04519
105 12th St N,Wahpeton,46.263498,-96.617569
11 Southland Dr,Fairmont,39.4311,-80.18581
2009 Abbey Road,Charlottesville,38.030806,-78.445495
825 9th St,Modesto,37.638321,-121.000124
4000 N Sierra Way,San Bernardino,34.165191,-117.285309
9384 Highway 49,Gulfport,30.42332,-89.09179
900 Razorback Dr,Houghton,47.11312,-88.58677
559 River St,Madison,41.7617,-81.04664
190 Main St,Watsonville,36.9076,-121.7536
113 E College Ave,Bellefonte,40.86834,-77.74635
2333 Sagamore Pkwy S,Lafayette,40.384886,-86.846225
1060 Wetherburn Dr,York,40.009045,-76.7735
605 W Stadium Ave,West Lafayette,40.43115,-86.91326
20 N Main St,Evansville,37.977563,-87.563972
1760 Market St,Philadelphia,39.95304,-75.16986
2020 SE Division St,Portland,45.50459,-122.64503
5815 Burke Centre Pkwy,Burke,38.79826,-77.3171
9787 Saint Charles Rock Rd,Saint Louis,38.721499,-90.369526
633 E Springfield Rd,Sullivan,38.22203,-91.15257
101 Blossom Centre Blvd,Willard,41.04258,-82.731611
1744 W Jesse James Rd,Excelsior Springs,39.33757,-94.25191
1235 N High St,Hillsboro,39.21997,-83.6092
3730 Goodfellow Blvd,Saint Louis,38.6868,-90.27039
708 S Neosho Blvd,Neosho,36.861387,-94.38244
4640 Yellowstone Ave,Pocatello,42.91758,-112.46583
9050 Baltimore National Pike Ste 101,Ellicott City,39.27738,-76.82457
5282 Campbell Blvd Ste G,Nottingham,39.36877,-76.45232
1133 S 5th Ave,Pocatello,42.85858,-112.43441
596 N Frederick Ave Ste B,Gaithersburg,39.14989,-77.20907
831 Yellowstone Ave,Pocatello,42.88996,-112.45209
1791 Epps Bridge Pkwy,Athens,33.916665,-83.444062
1720 Walton Way,Augusta,33.475292,-81.995946
250 Railroad St,Saint Johnsbury,44.41617,-72.01582
3409 Mercer University Dr,Macon,32.82081,-83.68963
271 Cobb Pkwy S,Marietta,33.94521,-84.51691
7348 Spout Springs Rd,Flowery Branch,34.11054,-83.8752
1046 Georgia Rd,Franklin,35.160043,-83.391085
1785 Cobb Pkwy S,Marietta,33.90937,-84.49028
41 Cobb Pkwy S,Marietta,33.95028,-84.51965
2801 E Pinetree Blvd,Thomasville,30.85289,-83.95133
8550 Roswell Rd,Atlanta,33.98713,-84.35143
1025 Highway 34 E,Newnan,33.39408,-84.74383
460 Northside Dr E,Statesboro,32.43899,-81.76241
5175 S Old Peachtree Rd,Norcross,33.96943,-84.20726
9961 Highway 92,Woodstock,34.08651,-84.52241
1031 Franklin Springs St,Royston,34.28467,-83.12738
2020 NE Cornell Rd Ste C,Hillsboro,45.53049,-122.96105
1136 Miamisburg Centerville Rd,Dayton,39.6277,-84.19124
2506 Lincoln Way,Ames,42.02267,-93.57964
2300 Interstate Cir,Mansfield,40.69597,-82.51341
5262 Highway 557,Clover,35.11996,-81.08579
1220 Bennettsville Sq,Bennettsville,34.6255,-79.68983
8513 Westfield Blvd,Indianapolis,39.91115,-86.13323
2115 W Evans St Unit B,Florence,34.19143,-79.81012
96 Old Trolley Rd,Summerville,32.99678,-80.18193
1663 S Riverside Ave,Rialto,34.071207,-117.369767
1007 Putney Rd,Brattleboro,42.88168,-72.55782
2550 Winchester Ave,Ashland,38.472726,-82.627795
801 Temple Ave,Colonial Heights,37.2593,-77.4015
9510 Applecross Rd,Jacksonville,30.19693,-81.82391
4301 Tinker Diagonal,Oklahoma City,35.45545,-97.44099
8412 W Dodge Rd,Omaha,41.26228,-96.04327
923 N Quincy Ave,Ottumwa,41.01352,-92.43887
1129 Brown St,Dayton,39.74285,-84.18287
7277 Saltsburg Rd,Pittsburgh,40.4772,-79.7881
15129 Se McLoughlin Blvd,Portland,45.4137,-122.6302
526 Ponce De Leon Blvd,Atlanta,33.7743,-84.3696
1990 N Highway 19,Eustis,28.874854,-81.688578
2470 S Falkenburg Rd,Tampa,27.92437,-82.33791
9113 Kingston Pike,Knoxville,35.912247,-84.08444
1703 Route 228 Cranberry Commons,Cranberry Twp,40.6861,-80.0826
765 W Main St,Lewisville,33.0465,-97.0115
1201 W Main St,La Porte,29.66515,-95.03096
10901 E 41st Street,Tulsa,36.1049,-95.8551
10013 Hull St,Richmond,37.44245,-77.580712
2678 S 108th Street,Milwaukee,42.9956,-88.0465
1710 S Lynn Riggs Blvd,Claremore,36.29153,-95.63113
3555 Tom Austin Highway,Springfield,36.4902,-86.878
925 Ruben M Torres Blvd,Brownsville,25.9423,-97.5328
6300 Lakeworth Road,Lake Worth,26.6185,-80.1428
6895 Mesa Ridge Parkway,Fountain,38.7181,-104.6992
4520 Pinson Blvd,Pinson,33.6887,-86.6876
900 Chapman,Sanger,33.3665,-97.1769
699 Rogers Road,Coronado,32.7021,-117.1917
8924 Quil Ceda Blvd,Marysville,48.07752,-122.18676
100 Nasa Road 1,Webster,29.5374,-95.1189
6408 W Hwy 146,Crestwood,38.329822,-85.464239
5500 Grossmont Ctr,La Mesa,32.7776,-117.0094
1920 Highway 46,Wasco,35.6021,-119.3475
1650 Robert St S,Saint Paul,44.89641,-93.08006
33163 US Hwy 19 North,Palm Harbor,28.0736,-82.7383
5565 Mission Ave,Fallbrook,33.2897,-117.2265
1002 S I 45,Willis,30.4198,-95.493
8700 Washington St,Denver,39.854248,-104.977887
5319 Elkhorn Blvd,Sacramento,38.68652,-121.34154
4551 W Flamingo Rd,Las Vegas,36.11543,-115.20339
2519 Park Ave,Muscatine,41.450683,-91.030183
396 W 2230 N,Provo,40.263874094,-111.665811538
400 Shaker Rd,Longmeadow,42.04038,-72.570076
2225 Dublin Granville Rd,Columbus,40.085692,-82.957763
5701 5799 Remington Lake Ave,Fort Worth,32.6739544,-97.414770856
1888 W Ramsey St,Banning,33.924652,-116.897376
250 Peninger St,Central Point,42.3761,-122.9001
9111 N 59th Ave,Glendale,33.56917,-112.18562
10720 Bellefontaine Rd,Saint Louis,38.767078373,-90.220859551
3000 Grapevine Mills Pkwy,Grapevine,32.9682,-97.037051
6233 N Second St,Loves Park,42.3208,-89.0574
441 Route 211 E,Middletown,41.455938901,-74.383932352
5130 N Sheridan Rd,Chicago,41.976203,-87.655199
1827 N Michigan St,Plymouth,41.35686,-86.31194
2700 Boardwalk,Atlantic City,39.3522,-74.443636
249 S Main St,Woodruff,34.737944,-82.035947
2015 Airline Dr,Bossier City,32.53135,-93.7048
2808 N Tamiami Trl,Sarasota,27.3612,-82.5492
2500 N Main St,Santa Ana,33.77035,-117.86794
1604 N Main St,Anderson,34.518126,-82.65484
710 Highway 51 N,Covington,35.57105,-89.64554
2510 E Germann Rd,Chandler,33.279857,-111.797104
3066 N Goliad St,Rockwall,32.96387,-96.46465
701 W Boynton Beach Blvd,Boynton Beach,26.529288,-80.077123
2501 W Happy Valley Rd,Phoenix,33.71089,-112.11471
41 W 141 Saint,Glenpool,35.959502141,-96.008872244
8456 Michigan Rd,Indianapolis,39.90969,-86.22234
9101 L B J Fwy,Dallas,32.917074,-96.74491
793 GA Highway 96,Bonaire,32.55498,-83.66166
2327 Oneal Ln,Baton Rouge,30.416841253,-91.03785327
89 E Lake Mead Pkwy,Henderson,36.038412105,-114.983409376
5520 W Broad St,Richmond,37.58877,-77.50158
590 Farrington Hwy,Kapolei,21.35768,-158.06044
2002 N Country Club Dr,Mesa,33.45178,-111.840208768
10743 Preston Rd,Dallas,32.89356,-96.80408
3407 Connecticut Ave NW,Washington,38.9347126,-77.0577576
118 S Brand Blvd,Glendale,34.145199,-118.25493
1480 NE Pine Island Rd,Cape Coral,26.6654,-81.94437
1030 N 5th Ave,Kankakee,41.13256,-87.8757
1100 NW 54th St,Miami,25.823828,-80.215173
22021 W 8 Mile Rd,Detroit,42.443066,-83.25988
1107 E State Road 44,Shelbyville,39.52044,-85.76001
310 Daniel Webster Hwy,Nashua,42.701994,-71.440706
1266 US Highway 127 S,Frankfort,38.16841,-84.8997
2166 S Edwin C Moses Blvd,Dayton,39.73165,-84.20746
8 N Broad St,Winder,33.99132,-83.72317
730 Route 9,Fishkill,41.537406,-73.900099
1703 S College St,Auburn,32.57246,-85.49903
1416 N Richmond St,Appleton,44.273959,-88.415755
3201 23rd Ave,Evans,40.3847,-104.7159
3139 W Foster Ave,Chicago,41.97548,-87.707696
1340 E 71st St,Tulsa,36.06032,-95.97389
3709 N Tryon St,Charlotte,35.254958,-80.802188
501 Old Greenville Hwy,Clemson,34.6884,-82.81222
2245 Southwest Blvd,Tulsa,36.130096,-96.006326
520 Northern Ave,Hagerstown,39.664435,-77.707985
3030 Pacific Ave,Livermore,37.6762,-121.7588
11216 W Bluemound Rd,Milwaukee,43.035637516,-88.052208465
700 S Us Highway 131,Three Rivers,41.93485,-85.65239
537 S Watson Rd,Buckeye,33.441588181,-112.555819107
5214 Oaklawn Blvd,Hopewell,37.25985,-77.32615
16171 Shady Grove Rd,Gaithersburg,39.120829958,-77.179039567
3383 S Linden Rd,Flint,42.977599,-83.771468
705 W Baseline Rd,Tempe,33.377777,-111.949936
434 W 1st North St,Morristown,36.21263,-83.29712
586 Ritchie Hwy,Severna Park,39.07526,-76.54395
40 Wasden Rd,Hope Hull,32.27055,-86.35728
11863 S 216th St,Gretna,41.130705119,-96.25262581
410 W North Ave,Addison,41.905407,-87.983494
715 S Green Valley Pkwy,Henderson,36.001984,-115.08361
1791 Goucher St,Johnstown,40.3260278,-78.9512402
3075 Old Atlanta Rd,Cumming,34.112624541,-84.153218357
4025 E Court St,Burton,43.018926,-83.633607
Riego De Agua 27 27,Baden,43.370112381,-8.398568084
664 Crescent St,Brockton,42.081025,-70.992588
14001 Livernois Ave,Detroit,42.39145,-83.13985
23240 John R Rd,Hazel Park,42.463028,-83.104049
3401 Nameoki Rd,Granite City,38.72456,-90.124
5010 S Campbell Ave,Tucson,32.1612,-110.9439
7910 Lake Wilson Rd,Davenport,28.258131,-81.59269
11375 E 21st St N,Wichita,37.72257,-97.20573
2246 Sun Ranch Village Loop,Los Lunas,34.814591643,-106.764566088
1200 Southgate Pl,Pueblo,38.2173,-104.623076
6601 Calhoun Memorial Hwy,Easley,34.82112,-82.58727
4140 Hunt Rd,Cincinnati,39.226389,-84.396969
337 Park Ave,Orange Park,30.186646,-81.701507
